Signé,Nom luminaire,Artiste / Dates,Année,Catégorie,Editeur,Spécialité,Collaboration / Œuvre,Description,Matériaux,Dimensions,Estimation,Image luminaire (Nom du fichier),Image designer (imagedesigner),Lien site marchand,Etiquette,Bibliographie
Non,,Alain Demachy (1931 -).,,,,Décorateur et antiquaire français.,,,,,,luminaire_4764.jpg,,,,
Non,,Alain Demachy (1931 -).,,,,Décorateur et antiquaire français.,,,,,,luminaire_4765.jpg,,,,
Non,A15,Alain Richard (1926 - 2017).,1959,,,Designer français.,Disderot,,,,,luminaire_3186.jpg,,,,
Non,A16 - Ca,Alain Richard (1926 - 2017).,1950,,,Designer français.,Disderot,,,,,luminaire_3187.jpg,,,,
Non,A19 - Ca,Alain Richard (1926 - 2017).,1950,,,Designer français.,Disderot,,,,,luminaire_3183.jpg,,,,
Non,A30,Alain Richard (1926 - 2017).,1965,,,Designer français.,Disderot,,,,,luminaire_3185.jpg,,,,
Non,A4,Alain Richard (1926 - 2017).,1958,,,Designer français.,Disderot,,,,,luminaire_3188.jpg,,,,
Non,Modèle 5980 - Ca,Alain Richard (1926 - 2017).,1950,,,Designer français.,Disderot,,,,,luminaire_3182.jpg,,,,
Non,,Alain Valtat (1943 - ),,,,"Sculpteur, Peintre français.",,,,,,luminaire_5710.jpg,,,,
Non,,Albano Poli (1935 - ?).,,,,Designer italien.,"Poliarte, Biancardi",,,,,luminaire_3879.jpg,,,,
Non,,Albano Poli (1935 - ?).,,,,Designer italien.,"Poliarte, Biancardi",,,,,luminaire_3880.jpg,,,,
Non,,Albano Poli (1935 - ?).,,,,Designer italien.,"Poliarte, Biancardi",,,,,luminaire_3881.jpg,,,,
Non,,Albano Poli (1935 - ?).,,,,Designer italien.,"Poliarte, Biancardi",,,,,luminaire_3882.jpg,,,,
Non,,Albano Poli (1935 - ?).,,,,Designer italien.,"Poliarte, Biancardi",,,,,luminaire_3883.jpg,,,,
Non,,Albano Poli (1935 - ?).,,,,Designer italien.,"Poliarte, Biancardi",,,,,luminaire_3884.jpg,,,,
Oui,,Albert Cheuret (1884 - 1966). U,1925,,,Connu pour ses luminaires qui font cohabiter le style Art nouveau et celui de la Belle Epoque et le style Art déco qui se diffusera dans le monde.,,,,,,luminaire_1119.jpg,,,,
Oui,,Albert Cheuret (1884 - 1966). U,,,,Connu pour ses luminaires qui font cohabiter le style Art nouveau et celui de la Belle Epoque et le style Art déco qui se diffusera dans le monde.,,,,,,luminaire_1122.jpg,,,,
Non,Aloe,Albert Cheuret (1884 - 1966). U,1925,,,Connu pour ses luminaires qui font cohabiter le style Art nouveau et celui de la Belle Epoque et le style Art déco qui se diffusera dans le monde.,,,,,,luminaire_1123.jpg,,,,
Non,Chauve-souris - ca,Albert Cheuret (1884 - 1966). U,1940,,,Connu pour ses luminaires qui font cohabiter le style Art nouveau et celui de la Belle Epoque et le style Art déco qui se diffusera dans le monde.,,,,,,luminaire_1120.jpg,,,,
Non,Cigogne,Albert Cheuret (1884 - 1966). U,1922,,,Connu pour ses luminaires qui font cohabiter le style Art nouveau et celui de la Belle Epoque et le style Art déco qui se diffusera dans le monde.,,,,,,luminaire_1121.jpg,,,,
Non,Lustre 3 oiseaux,Albert Cheuret (1884 - 1966). U,1920,,,Connu pour ses luminaires qui font cohabiter le style Art nouveau et celui de la Belle Epoque et le style Art déco qui se diffusera dans le monde.,,,,,,luminaire_1118.jpg,,,,
Non,,Albert Tormos (? - ?).,,,,Sculpteur et concepteur d’éclairage français.,,,,,,luminaire_4218.jpg,,,,
Non,,Albert Tormos (? - ?).,,,,Sculpteur et concepteur d’éclairage français.,,,,,,luminaire_4219.jpg,,,,
Non,,Albert Tormos (? - ?).,,,,Sculpteur et concepteur d’éclairage français.,,,,,,luminaire_4220.jpg,,,,
Non,,Albert Tormos (? - ?).,,,,Sculpteur et concepteur d’éclairage français.,,,,,,luminaire_4221.jpg,,,,
Non,,Albert Tormos (? - ?).,,,,Sculpteur et concepteur d’éclairage français.,,,,,,luminaire_4222.jpg,,,,
Non,,Albert Van huffel (1877 - 1935).,,,,Architecte belge de la période Art déco qui fut actif à Bruxelles.,,,,,,luminaire_1536.jpg,,,,
Non,Attribué,Albert Van huffel (1877 - 1935).,,,,Architecte belge de la période Art déco qui fut actif à Bruxelles.,,,,,,luminaire_1537.jpg,,,,
Non,,Alberto Donà (1944 - ).,,,,Verrier italien.,Componenti Dona' Sril italie,,,,,luminaire_6211.jpg,,,,
Non,Casino,Alberto Donà (1944 - ).,,,,Verrier italien.,Componenti Dona' Sril italie,,,,,luminaire_6208.jpg,,,,
Non,Giudecca,Alberto Donà (1944 - ).,,,,Verrier italien.,Componenti Dona' Sril italie,,,,,luminaire_6210.jpg,,,,
Non,Mimosa,Alberto Donà (1944 - ).,,,,Verrier italien.,Componenti Dona' Sril italie,,,,,luminaire_6206.jpg,,,,
Non,Saturne,Alberto Donà (1944 - ).,,,,Verrier italien.,Componenti Dona' Sril italie,,,,,luminaire_6207.jpg,,,,
Non,Sputnkik,Alberto Donà (1944 - ).,,,,Verrier italien.,Componenti Dona' Sril italie,,,,,luminaire_6209.jpg,,,,
Non,,Alberto Gerardi (1889-1865).,,,,Ferronier d’art italien.,,,,,,luminaire_1512.jpg,,,,
Non,,Alberto Gerardi (1889-1865).,1925,,,Ferronier d’art italien.,,,,,,luminaire_1513.jpg,,,,
Non,,Alberto Gerardi (1889-1865).,,,,Ferronier d’art italien.,,,,,,luminaire_1514.jpg,,,,
Non,,Alberto Gerardi (1889-1865).,,,,Ferronier d’art italien.,,,,,,luminaire_1515.jpg,,,,
Non,,Alberto Gerardi (1889-1865).,,,,Ferronier d’art italien.,,,,,,luminaire_1516.jpg,,,,
Non,Berenice,Alberto Meda (1954 - ) et Paolo Rizzatto (1941 - ).,1985,,,Designers italiens.,Luceplan,,,,,luminaire_5106.jpg,,,,
Non,Fortebraccio,Alberto Meda (1954 - ) et Paolo Rizzatto (1941 - ).,1998,,,Designers italiens.,Luceplan,,,,,luminaire_5105.jpg,,,,
Non,Lola,Alberto Meda (1954 - ) et Paolo Rizzatto (1941 - ).,1987,,,Designers italiens.,Luceplan,,,,,luminaire_5104.jpg,,,,
Non,Lola,Alberto Meda (1954 - ) et Paolo Rizzatto (1941 - ).,1987,,,Designers italiens.,Luceplan,,,,,luminaire_5107.jpg,,,,
Non,Titania,Alberto Meda (1954 - ) et Paolo Rizzatto (1941 - ).,,,,Designers italiens.,Luceplan,,,,,luminaire_5103.jpg,,,,
Non,Disca,Alberto Nason (1972 -).,,,,Designer italien.,"Axis71, Artemide, Hind Rabii",,,,,luminaire_6480.jpg,,,,
Non,Grand siècle,Alberto Nason (1972 -).,,,,Designer italien.,"Axis71, Artemide, Hind Rabii",,,,,luminaire_6483.jpg,,,,
Non,Led net,Alberto Nason (1972 -).,,,,Designer italien.,"Axis71, Artemide, Hind Rabii",,,,,luminaire_6481.jpg,,,,
Non,Venice,Alberto Nason (1972 -).,,,,Designer italien.,"Axis71, Artemide, Hind Rabii",,,,,luminaire_6482.jpg,,,,
Non,,Aldo Londi (1911 - 2003).,,,,Céramiste italien.,,,,,,luminaire_4959.jpg,,,,
Non,,Aldo Londi (1911 - 2003).,,,,Céramiste italien.,,,,,,luminaire_4960.jpg,,,,
Non,,Aldo Londi (1911 - 2003).,,,,Céramiste italien.,,,,,,luminaire_4961.jpg,,,,
Non,,Aldo Londi (1911 - 2003).,,,,Céramiste italien.,,,,,,luminaire_4962.jpg,,,,
Non,,Aldo Nason (1920 - ?) .,,,,"Designer italien. I| est le fils d’Emilio Nason, l'un des fondateurs du collectif de maîtres verriers Arte Vetraria Muranese (AVEM) créé en 1932.",Mazzega,,,,,luminaire_3120.jpg,,,,
Non,,Aldo Nason (1920 - ?) .,,,,"Designer italien. I| est le fils d’Emilio Nason, l'un des fondateurs du collectif de maîtres verriers Arte Vetraria Muranese (AVEM) créé en 1932.",Mazzega,,,,,luminaire_3121.jpg,,,,
Non,,Aldo Nason (1920 - ?) .,,,,"Designer italien. I| est le fils d’Emilio Nason, l'un des fondateurs du collectif de maîtres verriers Arte Vetraria Muranese (AVEM) créé en 1932.",Mazzega,,,,,luminaire_3122.jpg,,,,
Non,,Aldo Nason (1920 - ?) .,,,,"Designer italien. I| est le fils d’Emilio Nason, l'un des fondateurs du collectif de maîtres verriers Arte Vetraria Muranese (AVEM) créé en 1932.",Mazzega,,,,,luminaire_3123.jpg,,,,
Non,,Aldo Nason (1920 - ?) .,,,,"Designer italien. I| est le fils d’Emilio Nason, l'un des fondateurs du collectif de maîtres verriers Arte Vetraria Muranese (AVEM) créé en 1932.",Mazzega,,,,,luminaire_3124.jpg,,,,
Non,Prometeo,Aldo Rossi (1931 - 1997).,,,,Architecte italien.,Alessi,,,,,luminaire_5250.jpg,,,,
Non,Prometeo,Aldo Rossi (1931 - 1997).,,,,Architecte italien.,Alessi,,,,,luminaire_5251.jpg,,,,
Non,,Aldo Tura (1909 - 1963).,,,,Designer italien.,Tura,,,,,luminaire_2110.jpg,,,,
Non,,Aldo Tura (1909 - 1963).,,,,Designer italien.,Tura,,,,,luminaire_2111.jpg,,,,
Non,,Aldo Tura (1909 - 1963).,,,,Designer italien.,Tura,,,,,luminaire_2112.jpg,,,,
Non,,Aldo Tura (1909 - 1963).,,,,Designer italien.,Tura,,,,,luminaire_2113.jpg,,,,
Non,,Aldo Tura (1909 - 1963).,,,,Designer italien.,Tura,,,,,luminaire_2114.jpg,,,,
Non,,Aldo Van Den Nieuwelaar (1944 - 2010).,,,,Architecte et designer hollandais.,Nila,,,,,luminaire_2919.jpg,,,,
Non,,Aldo Van Den Nieuwelaar (1944 - 2010).,,,,Architecte et designer hollandais.,Nila,,,,,luminaire_2922.jpg,,,,
Non,A251,Aldo Van Den Nieuwelaar (1944 - 2010).,1972,,,Architecte et designer hollandais.,Nila,,,,,luminaire_2917.jpg,,,,
Non,TC2,Aldo Van Den Nieuwelaar (1944 - 2010).,1968,,,Architecte et designer hollandais.,Nila,,,,,luminaire_2916.jpg,,,,
Non,TC3,Aldo Van Den Nieuwelaar (1944 - 2010).,1973,,,Architecte et designer hollandais.,Nila,,,,,luminaire_2918.jpg,,,,
Non,TC6,Aldo Van Den Nieuwelaar (1944 - 2010).,1968,,,Architecte et designer hollandais.,Nila,,,,,luminaire_2920.jpg,,,,
Non,Lunarda,Alessandro Lenarda (1939 - ),,,,Designer et architecte italien.,Cidue,,,,,luminaire_4916.jpg,,,,
Non,Sardanapalo - ca,Alessandro Lenarda (1939 - ),1970,,,Designer et architecte italien.,Cidue,,,,,luminaire_4918.jpg,,,,
Non,Star light,Alessandro Lenarda (1939 - ),,,,Designer et architecte italien.,Cidue,,,,,luminaire_4917.jpg,,,,
Oui,,Alessandro Mazzucotelli (1865-1938).,,,,Il a été un des plus connus ferronniers italiens du XIXe siècle et XXe siècle.,,,,,,luminaire_838.jpg,,,,
Oui,,Alessandro Mazzucotelli (1865-1938).,1904,,,Il a été un des plus connus ferronniers italiens du XIXe siècle et XXe siècle.,,,,,,luminaire_840.jpg,,,,
Non,Attribué,Alessandro Mazzucotelli (1865-1938).,,,,Il a été un des plus connus ferronniers italiens du XIXe siècle et XXe siècle.,,,,,,luminaire_837.jpg,,,,
Non,Attribué,Alessandro Mazzucotelli (1865-1938).,,,,Il a été un des plus connus ferronniers italiens du XIXe siècle et XXe siècle.,,,,,,luminaire_839.jpg,,,,
Non,Attribué,Alessandro Mazzucotelli (1865-1938).,,,,Il a été un des plus connus ferronniers italiens du XIXe siècle et XXe siècle.,,,,,,luminaire_841.jpg,,,,
Non,Attribué,Alessandro Mazzucotelli (1865-1938).,,,,Il a été un des plus connus ferronniers italiens du XIXe siècle et XXe siècle.,,,,,,luminaire_842.jpg,,,,
Non,,Alessandro Mendini (1931 - 2019).,1990,,,Architecte et designer italien.,"Venini, Artemide, Fidenza Vetria",,,,,luminaire_3357.jpg,,,,
Non,,Alessandro Mendini (1931 - 2019).,,,,Architecte et designer italien.,"Venini, Artemide, Fidenza Vetria",,,,,luminaire_3358.jpg,,,,
Non,,Alessandro Mendini (1931 - 2019).,,,,Architecte et designer italien.,"Venini, Artemide, Fidenza Vetria",,,,,luminaire_3359.jpg,,,,
Non,,Alessandro Mendini (1931 - 2019).,,,,Architecte et designer italien.,"Venini, Artemide, Fidenza Vetria",,,,,luminaire_3361.jpg,,,,
Non,,Alessandro Mendini (1931 - 2019).,,,,Architecte et designer italien.,"Venini, Artemide, Fidenza Vetria",,,,,luminaire_3362.jpg,,,,
Non,,Alessandro Mendini (1931 - 2019).,,,,Architecte et designer italien.,"Venini, Artemide, Fidenza Vetria",,,,,luminaire_3363.jpg,,,,
Non,Milo Rose,Alessandro Mendini (1931 - 2019).,1982,,,Architecte et designer italien.,"Venini, Artemide, Fidenza Vetria",,,,,luminaire_3360.jpg,,,,
Non,,Alessandro Pianon (1931 - ?).,,,,Designer italien.,"Vistosi, Lumenform",,,,,luminaire_3662.jpg,,,,
Non,,Alessandro Pianon (1931 - ?).,,,,Designer italien.,"Vistosi, Lumenform",,,,,luminaire_3664.jpg,,,,
Non,,Alessandro Pianon (1931 - ?).,,,,Designer italien.,"Vistosi, Lumenform",,,,,luminaire_3665.jpg,,,,
Non,,Alessandro Pianon (1931 - ?).,,,,Designer italien.,"Vistosi, Lumenform",,,,,luminaire_3666.jpg,,,,
Non,,Alessandro Pianon (1931 - ?).,,,,Designer italien.,"Vistosi, Lumenform",,,,,luminaire_3667.jpg,,,,
Non,Cipola,Alessandro Pianon (1931 - ?).,,,,Designer italien.,"Vistosi, Lumenform",,,,,luminaire_3663.jpg,,,,
Non,Afillia,Alessandro Zambelli (?-?).,,,,Designer italien.,"Zava, Exnovo, Seletti, Stral, Luceplan",,,,,luminaire_7249.jpg,,,,
Non,Crystaled,Alessandro Zambelli (?-?).,,,,Designer italien.,"Zava, Exnovo, Seletti, Stral, Luceplan",,,,,luminaire_7252.jpg,,,,
Non,J-us,Alessandro Zambelli (?-?).,,,,Designer italien.,"Zava, Exnovo, Seletti, Stral, Luceplan",,,,,luminaire_7248.jpg,,,,
Non,Reverb,Alessandro Zambelli (?-?).,,,,Designer italien.,"Zava, Exnovo, Seletti, Stral, Luceplan",,,,,luminaire_7250.jpg,,,,
Non,Reverb,Alessandro Zambelli (?-?).,,,,Designer italien.,"Zava, Exnovo, Seletti, Stral, Luceplan",,,,,luminaire_7253.jpg,,,,
Non,Woodspot,Alessandro Zambelli (?-?).,,,,Designer italien.,"Zava, Exnovo, Seletti, Stral, Luceplan",,,,,luminaire_7251.jpg,,,,
Non,Aurum,Alex de Witte (1976 - ).,,,,Designer néerlandais.,Dark,,,,,luminaire_6049.jpg,,,,
Non,Big bubble,Alex de Witte (1976 - ).,,,,Designer néerlandais.,Dark,,,,,luminaire_6046.jpg,,,,
Non,Big bubble,Alex de Witte (1976 - ).,,,,Designer néerlandais.,Dark,,,,,luminaire_6051.jpg,,,,
Non,Elan,Alex de Witte (1976 - ).,,,,Designer néerlandais.,Dark,,,,,luminaire_6047.jpg,,,,
Non,Elan,Alex de Witte (1976 - ).,,,,Designer néerlandais.,Dark,,,,,luminaire_6050.jpg,,,,
Non,Light breeze,Alex de Witte (1976 - ).,,,,Designer néerlandais.,Dark,,,,,luminaire_6048.jpg,,,,
Non,,Alex Fitzpatrick (?-?).,,,,Architecte australien.,ADesignStudio,,,,,luminaire_7171.jpg,,,,
Non,Crackle Wall,Alex Fitzpatrick (?-?).,,,,Architecte australien.,ADesignStudio,,,,,luminaire_7170.jpg,,,,
Non,Crackle lampe,Alex Fitzpatrick (?-?).,,,,Architecte australien.,ADesignStudio,,,,,luminaire_7174.jpg,,,,
Non,Eon sans,Alex Fitzpatrick (?-?).,,,,Architecte australien.,ADesignStudio,,,,,luminaire_7169.jpg,,,,
Non,Greenway Crackle,Alex Fitzpatrick (?-?).,,,,Architecte australien.,ADesignStudio,,,,,luminaire_7175.jpg,,,,
Non,Lightgarden,Alex Fitzpatrick (?-?).,,,,Architecte australien.,ADesignStudio,,,,,luminaire_7172.jpg,,,,
Non,Gweilo,Alex Josephson (?-?).,,,,Architecte et cofondateur du studio torontois Partisans.,Parachilna,,,,,luminaire_6527.jpg,,,,
Non,Gweilo,Alex Josephson (?-?).,,,,Architecte et cofondateur du studio torontois Partisans.,Parachilna,,,,,luminaire_6528.jpg,,,,
Non,,Alex Palenski ( - ).,,,,Artiste et sculpteur parisienne.,,,,,,luminaire_8939.jpg,,,,
Non,,Alex Palenski ( - ).,,,,Artiste et sculpteur parisienne.,,,,,,luminaire_8940.jpg,,,,
Non,,Alex Palenski ( - ).,,,,Artiste et sculpteur parisienne.,,,,,,luminaire_8941.jpg,,,,
Non,Aloe,Alexander Lamont Studio (2000 - ).,,,,Designer anglais.,,,,,,luminaire_8375.jpg,,,,
Non,Cupola,Alexander Lamont Studio (2000 - ).,,,,Designer anglais.,,,,,,luminaire_8371.jpg,,,,
Non,Folly Gesso,Alexander Lamont Studio (2000 - ).,,,,Designer anglais.,,,,,,luminaire_8373.jpg,,,,
Non,Inlet,Alexander Lamont Studio (2000 - ).,,,,Designer anglais.,,,,,,luminaire_8376.jpg,,,,
Non,Maluku,Alexander Lamont Studio (2000 - ).,,,,Designer anglais.,,,,,,luminaire_8372.jpg,,,,
Non,Torta lantern,Alexander Lamont Studio (2000 - ).,,,,Designer anglais.,,,,,,luminaire_8377.jpg,,,,
Oui,,Alexandre Kéléty (1900 - 1940).,,,,"Sculpteur hongrois, émigré en France et il a exposé en 1927 dans la salle de sculpture de la Société des artistes français.",,,,,,luminaire_834.jpg,,,,
Oui,,Alexandre Kéléty (1900 - 1940).,,,,"Sculpteur hongrois, émigré en France et il a exposé en 1927 dans la salle de sculpture de la Société des artistes français.",,,,,,luminaire_835.jpg,,,,
Oui,,Alexandre Kéléty (1900 - 1940).,,,,"Sculpteur hongrois, émigré en France et il a exposé en 1927 dans la salle de sculpture de la Société des artistes français.",,,,,,luminaire_836.jpg,,,,
Oui,,Alexandre Noll (1890-1970).,1950,,,Ebeniste et sculpteur français.,,,,,,luminaire_2729.jpg,,,,
Oui,,Alexandre Noll (1890-1970).,1950,,,Ebeniste et sculpteur français.,,,,,,luminaire_2730.jpg,,,,
Oui,,Alexandre Noll (1890-1970).,1950,,,Ebeniste et sculpteur français.,,,,,,luminaire_2731.jpg,,,,
Oui,,Alexandre Noll (1890-1970).,1930,,,Ebeniste et sculpteur français.,,,,,,luminaire_2732.jpg,,,,
Non,,Alexandre Noll (1890-1970).,,,,Ebeniste et sculpteur français.,,,,,,luminaire_2734.jpg,,,,
Non,Attribué,Alexandre Noll (1890-1970).,1950,,,Ebeniste et sculpteur français.,,,,,,luminaire_2733.jpg,,,,
Non,,Alexandre Vossion (?-?).,,,,"Designer, antiquaire et créateur de luminaires à Paris.",,,,,,luminaire_6186.jpg,,,,
Non,Diadem,Alexandre Vossion (?-?).,,,,"Designer, antiquaire et créateur de luminaires à Paris.",,,,,,luminaire_6187.jpg,,,,
Non,Fuji,Alexandre Vossion (?-?).,,,,"Designer, antiquaire et créateur de luminaires à Paris.",,,,,,luminaire_6181.jpg,,,,
Non,Moon Modèle Il,Alexandre Vossion (?-?).,,,,"Designer, antiquaire et créateur de luminaires à Paris.",,,,,,luminaire_6184.jpg,,,,
Non,Star,Alexandre Vossion (?-?).,,,,"Designer, antiquaire et créateur de luminaires à Paris.",,,,,,luminaire_6182.jpg,,,,
Non,Sunshine,Alexandre Vossion (?-?).,,,,"Designer, antiquaire et créateur de luminaires à Paris.",,,,,,luminaire_6185.jpg,,,,
Non,,Alfons Mucha (1860 - 1939).,,,,"Affichiste, illustrateur, graphiste, peintre, et professeur d’art tchécoslovaque.",,,,,,luminaire_1092.jpg,,,,
Non,,Alfred Chambon (1884 - 1973).,,,,Architecte et designer belge.,,,,,,luminaire_2105.jpg,,,,
Non,,Alfred Chambon (1884 - 1973).,,,,Architecte et designer belge.,,,,,,luminaire_2106.jpg,,,,
Non,,Alfred Chambon (1884 - 1973).,,,,Architecte et designer belge.,,,,,,luminaire_2107.jpg,,,,
Non,,Alfred Chambon (1884 - 1973).,,,,Architecte et designer belge.,,,,,,luminaire_2108.jpg,,,,
Non,,Alfred Müller (?-?).,,,,Designer suisse.,"Amba, Belmag AG",,,,,luminaire_1693.jpg,,,,
Non,,Alfred Müller (?-?).,,,,Designer suisse.,"Amba, Belmag AG",,,,,luminaire_1694.jpg,,,,
Non,,Alfred Müller (?-?).,,,,Designer suisse.,"Amba, Belmag AG",,,,,luminaire_1695.jpg,,,,
Non,,Alfred Müller (?-?).,,,,Designer suisse.,"Amba, Belmag AG",,,,,luminaire_1696.jpg,,,,
Non,Quick 1500,Alfred Müller (?-?).,1935,,,Designer suisse.,"Amba, Belmag AG",,,,,luminaire_1697.jpg,,,,
Non,,"Alfred-Emmanuel Beurdeley, dit Alfred II Beurdeley (1847-1919).",,,,"Les ateliers travaillent le modelage des modèles, la ciselure et la dorure et collectionneur d’art français.",,,,,,luminaire_454.jpg,,,,
Non,Attribué,"Alfred-Emmanuel Beurdeley, dit Alfred II Beurdeley (1847-1919).",,,,"Les ateliers travaillent le modelage des modèles, la ciselure et la dorure et collectionneur d’art français.",,,,,,luminaire_450.jpg,,,,
Non,Attribué - Ca 1840,"Alfred-Emmanuel Beurdeley, dit Alfred II Beurdeley (1847-1919).",,,,"Les ateliers travaillent le modelage des modèles, la ciselure et la dorure et collectionneur d’art français.",,,,,,luminaire_451.jpg,,,,
Oui,BY,"Alfred-Emmanuel Beurdeley, dit Alfred II Beurdeley (1847-1919).",1880,,,"Les ateliers travaillent le modelage des modèles, la ciselure et la dorure et collectionneur d’art français.",,,,,,luminaire_452.jpg,,,,
Oui,BY,"Alfred-Emmanuel Beurdeley, dit Alfred II Beurdeley (1847-1919).",1880,,,"Les ateliers travaillent le modelage des modèles, la ciselure et la dorure et collectionneur d’art français.",,,,,,luminaire_453.jpg,,,,
Oui,,Alfredo Barbini (1912 - 2007).,,,,Artiste verrier venicien.,,,,,,luminaire_4421.jpg,,,,
Oui,,Alfredo Barbini (1912 - 2007).,,,,Artiste verrier venicien.,,,,,,luminaire_4422.jpg,,,,
Oui,,Alfredo Barbini (1912 - 2007).,,,,Artiste verrier venicien.,,,,,,luminaire_4423.jpg,,,,
Non,,Alfredo Barbini (1912 - 2007).,,,,Artiste verrier venicien.,,,,,,luminaire_4424.jpg,,,,
Non,,Alfredo Barbini (1912 - 2007).,,,,Artiste verrier venicien.,,,,,,luminaire_4425.jpg,,,,
Oui,,Alfredo Barbini (1912 - 2007).,,,,Artiste verrier venicien.,,,,,,luminaire_4426.jpg,,,,
